region,date,year,month,day,year_week,task_count
region_b,4/22/2020,2020,4,22,2020_17,105
region_b,4/23/2020,2020,4,23,2020_17,60
region_b,4/24/2020,2020,4,24,2020_17,45
region_b,4/27/2020,2020,4,27,2020_18,85
region_b,4/28/2020,2020,4,28,2020_18,95
region_b,4/29/2020,2020,4,29,2020_18,105
region_b,4/30/2020,2020,4,30,2020_18,120
region_b,5/1/2020,2020,5,1,2020_18,20
region_b,5/4/2020,2020,5,4,2020_19,55
region_b,5/5/2020,2020,5,5,2020_19,65
region_b,5/6/2020,2020,5,6,2020_19,70
region_b,5/7/2020,2020,5,7,2020_19,95
region_b,5/8/2020,2020,5,8,2020_19,25
region_b,5/9/2020,2020,5,9,2020_19,10
region_b,5/10/2020,2020,5,10,2020_19,5
region_b,5/11/2020,2020,5,11,2020_20,75
region_b,5/12/2020,2020,5,12,2020_20,55
region_b,5/13/2020,2020,5,13,2020_20,65
region_b,5/14/2020,2020,5,14,2020_20,70
region_b,5/15/2020,2020,5,15,2020_20,65
region_b,5/17/2020,2020,5,17,2020_20,5
region_b,5/18/2020,2020,5,18,2020_21,110
region_b,5/19/2020,2020,5,19,2020_21,70
region_b,5/20/2020,2020,5,20,2020_21,120
region_b,5/21/2020,2020,5,21,2020_21,50
region_b,5/22/2020,2020,5,22,2020_21,15
region_b,5/23/2020,2020,5,23,2020_21,5
region_b,5/24/2020,2020,5,24,2020_21,5
region_b,5/25/2020,2020,5,25,2020_22,95
region_b,5/26/2020,2020,5,26,2020_22,40
region_b,5/27/2020,2020,5,27,2020_22,100
region_b,5/28/2020,2020,5,28,2020_22,100
region_b,5/29/2020,2020,5,29,2020_22,100
region_b,6/1/2020,2020,6,1,2020_23,20
region_b,6/2/2020,2020,6,2,2020_23,60
region_b,6/3/2020,2020,6,3,2020_23,55
region_b,6/4/2020,2020,6,4,2020_23,100
region_b,6/5/2020,2020,6,5,2020_23,75
region_b,6/7/2020,2020,6,7,2020_23,5
region_b,6/8/2020,2020,6,8,2020_24,100
region_b,6/9/2020,2020,6,9,2020_24,75
region_b,6/10/2020,2020,6,10,2020_24,85
region_b,6/11/2020,2020,6,11,2020_24,85
region_b,6/12/2020,2020,6,12,2020_24,120
region_b,6/14/2020,2020,6,14,2020_24,10
region_b,6/15/2020,2020,6,15,2020_25,75
region_b,6/16/2020,2020,6,16,2020_25,110
region_b,6/17/2020,2020,6,17,2020_25,140
region_b,6/18/2020,2020,6,18,2020_25,135
region_b,6/19/2020,2020,6,19,2020_25,80
region_b,6/21/2020,2020,6,21,2020_25,10
region_b,6/22/2020,2020,6,22,2020_26,85
region_b,6/23/2020,2020,6,23,2020_26,90
region_b,6/24/2020,2020,6,24,2020_26,70
region_b,6/25/2020,2020,6,25,2020_26,135
region_b,6/26/2020,2020,6,26,2020_26,85
region_b,6/28/2020,2020,6,28,2020_26,10
region_b,6/29/2020,2020,6,29,2020_27,65
region_b,6/30/2020,2020,6,30,2020_27,70
region_b,7/1/2020,2020,7,1,2020_27,110
region_b,7/2/2020,2020,7,2,2020_27,155
region_b,7/3/2020,2020,7,3,2020_27,85
region_b,7/5/2020,2020,7,5,2020_27,10
region_b,7/6/2020,2020,7,6,2020_28,120
region_b,7/7/2020,2020,7,7,2020_28,110
region_b,7/8/2020,2020,7,8,2020_28,100
region_b,7/9/2020,2020,7,9,2020_28,105
region_b,7/10/2020,2020,7,10,2020_28,60
region_b,7/12/2020,2020,7,12,2020_28,20
region_b,7/13/2020,2020,7,13,2020_29,140
region_b,7/14/2020,2020,7,14,2020_29,160
region_b,7/15/2020,2020,7,15,2020_29,195
region_b,7/16/2020,2020,7,16,2020_29,165
region_b,7/17/2020,2020,7,17,2020_29,70
region_b,7/18/2020,2020,7,18,2020_29,5
region_b,7/19/2020,2020,7,19,2020_29,20
region_b,7/20/2020,2020,7,20,2020_30,130
region_b,7/21/2020,2020,7,21,2020_30,95
region_b,7/22/2020,2020,7,22,2020_30,170
region_b,7/23/2020,2020,7,23,2020_30,100
region_b,7/24/2020,2020,7,24,2020_30,95
region_b,7/25/2020,2020,7,25,2020_30,5
region_b,7/26/2020,2020,7,26,2020_30,15
region_b,7/27/2020,2020,7,27,2020_31,90
region_b,7/28/2020,2020,7,28,2020_31,130
region_b,7/29/2020,2020,7,29,2020_31,185
region_b,7/30/2020,2020,7,30,2020_31,110
region_b,7/31/2020,2020,7,31,2020_31,105
region_b,8/3/2020,2020,8,3,2020_32,110
region_b,8/4/2020,2020,8,4,2020_32,160
region_b,8/5/2020,2020,8,5,2020_32,85
region_b,8/6/2020,2020,8,6,2020_32,160
region_b,8/7/2020,2020,8,7,2020_32,95
region_b,8/8/2020,2020,8,8,2020_32,5
region_b,8/9/2020,2020,8,9,2020_32,15
region_b,8/10/2020,2020,8,10,2020_33,80
region_b,8/11/2020,2020,8,11,2020_33,130
region_b,8/12/2020,2020,8,12,2020_33,115
region_b,8/13/2020,2020,8,13,2020_33,85
region_b,8/14/2020,2020,8,14,2020_33,65
region_b,8/15/2020,2020,8,15,2020_33,5
region_b,8/16/2020,2020,8,16,2020_33,20
region_b,8/17/2020,2020,8,17,2020_34,145
region_b,8/18/2020,2020,8,18,2020_34,150
region_b,8/19/2020,2020,8,19,2020_34,110
region_b,8/20/2020,2020,8,20,2020_34,135
region_b,8/21/2020,2020,8,21,2020_34,105
region_b,8/22/2020,2020,8,22,2020_34,5
region_b,8/23/2020,2020,8,23,2020_34,15
region_b,8/24/2020,2020,8,24,2020_35,125
region_b,8/25/2020,2020,8,25,2020_35,135
region_b,8/26/2020,2020,8,26,2020_35,125
region_b,8/27/2020,2020,8,27,2020_35,15
region_b,8/28/2020,2020,8,28,2020_35,60
region_b,8/30/2020,2020,8,30,2020_35,5
region_b,8/31/2020,2020,8,31,2020_36,105
region_b,9/1/2020,2020,9,1,2020_36,110
region_b,9/2/2020,2020,9,2,2020_36,190
region_b,9/3/2020,2020,9,3,2020_36,90
region_b,9/4/2020,2020,9,4,2020_36,90
region_b,9/5/2020,2020,9,5,2020_36,5
region_b,9/6/2020,2020,9,6,2020_36,5
region_b,9/7/2020,2020,9,7,2020_37,105
region_b,9/8/2020,2020,9,8,2020_37,105
region_b,9/9/2020,2020,9,9,2020_37,120
region_b,9/10/2020,2020,9,10,2020_37,155
region_b,9/11/2020,2020,9,11,2020_37,170
region_b,9/13/2020,2020,9,13,2020_37,15
region_b,9/14/2020,2020,9,14,2020_38,140
region_b,9/15/2020,2020,9,15,2020_38,135
region_b,9/16/2020,2020,9,16,2020_38,80
region_b,9/17/2020,2020,9,17,2020_38,90
region_b,9/18/2020,2020,9,18,2020_38,75
region_b,9/20/2020,2020,9,20,2020_38,10
region_b,9/21/2020,2020,9,21,2020_39,185
region_b,9/22/2020,2020,9,22,2020_39,165
region_b,9/23/2020,2020,9,23,2020_39,145
region_b,9/24/2020,2020,9,24,2020_39,105
region_b,9/25/2020,2020,9,25,2020_39,110
region_b,9/27/2020,2020,9,27,2020_39,5
region_b,9/28/2020,2020,9,28,2020_40,125
region_b,9/29/2020,2020,9,29,2020_40,95
region_b,9/30/2020,2020,9,30,2020_40,170
region_b,10/1/2020,2020,10,1,2020_40,110
region_b,10/2/2020,2020,10,2,2020_40,100
region_b,10/3/2020,2020,10,3,2020_40,10
region_b,10/4/2020,2020,10,4,2020_40,25
region_b,10/5/2020,2020,10,5,2020_41,130
region_b,10/6/2020,2020,10,6,2020_41,175
region_b,10/7/2020,2020,10,7,2020_41,130
region_b,10/8/2020,2020,10,8,2020_41,75
region_b,10/9/2020,2020,10,9,2020_41,125
region_b,10/10/2020,2020,10,10,2020_41,5
region_b,10/11/2020,2020,10,11,2020_41,10
region_b,10/12/2020,2020,10,12,2020_42,115
region_b,10/13/2020,2020,10,13,2020_42,150
region_b,10/14/2020,2020,10,14,2020_42,150
region_b,10/15/2020,2020,10,15,2020_42,150
region_b,10/16/2020,2020,10,16,2020_42,90
region_b,10/17/2020,2020,10,17,2020_42,5
region_b,10/18/2020,2020,10,18,2020_42,25
region_b,10/19/2020,2020,10,19,2020_43,145
region_b,10/20/2020,2020,10,20,2020_43,140
region_b,10/21/2020,2020,10,21,2020_43,115
region_b,10/22/2020,2020,10,22,2020_43,85
region_b,10/23/2020,2020,10,23,2020_43,135
region_b,10/25/2020,2020,10,25,2020_43,30
region_b,10/26/2020,2020,10,26,2020_44,95
region_b,10/27/2020,2020,10,27,2020_44,135
region_b,10/28/2020,2020,10,28,2020_44,170
region_b,10/29/2020,2020,10,29,2020_44,75
region_b,10/30/2020,2020,10,30,2020_44,55
region_b,10/31/2020,2020,10,31,2020_44,10
region_b,11/1/2020,2020,11,1,2020_44,15
region_b,11/2/2020,2020,11,2,2020_45,150
region_b,11/3/2020,2020,11,3,2020_45,130
region_b,11/4/2020,2020,11,4,2020_45,145
region_b,11/5/2020,2020,11,5,2020_45,95
region_b,11/6/2020,2020,11,6,2020_45,120
region_b,11/7/2020,2020,11,7,2020_45,5
region_b,11/8/2020,2020,11,8,2020_45,5
region_b,11/9/2020,2020,11,9,2020_46,140
region_b,11/10/2020,2020,11,10,2020_46,95
region_b,11/11/2020,2020,11,11,2020_46,120
region_b,11/12/2020,2020,11,12,2020_46,120
region_b,11/13/2020,2020,11,13,2020_46,70
region_b,11/15/2020,2020,11,15,2020_46,10
region_b,11/16/2020,2020,11,16,2020_47,105
region_b,11/17/2020,2020,11,17,2020_47,160
region_b,11/18/2020,2020,11,18,2020_47,155
region_b,11/19/2020,2020,11,19,2020_47,175
region_b,11/20/2020,2020,11,20,2020_47,60
region_b,11/21/2020,2020,11,21,2020_47,5
region_b,11/22/2020,2020,11,22,2020_47,15
region_b,11/23/2020,2020,11,23,2020_48,130
region_b,11/24/2020,2020,11,24,2020_48,135
region_b,11/25/2020,2020,11,25,2020_48,135
region_b,11/26/2020,2020,11,26,2020_48,150
region_b,11/27/2020,2020,11,27,2020_48,95
region_b,11/29/2020,2020,11,29,2020_48,15
region_b,11/30/2020,2020,11,30,2020_49,50
region_b,12/1/2020,2020,12,1,2020_49,115
region_b,12/2/2020,2020,12,2,2020_49,65
region_b,12/3/2020,2020,12,3,2020_49,70
region_b,12/4/2020,2020,12,4,2020_49,35
region_b,12/6/2020,2020,12,6,2020_49,20
region_b,12/7/2020,2020,12,7,2020_50,120
region_b,12/8/2020,2020,12,8,2020_50,90
region_b,12/9/2020,2020,12,9,2020_50,115
region_b,12/10/2020,2020,12,10,2020_50,110
region_b,12/11/2020,2020,12,11,2020_50,95
region_b,12/13/2020,2020,12,13,2020_50,15
region_b,12/14/2020,2020,12,14,2020_51,90
region_b,12/15/2020,2020,12,15,2020_51,115
region_b,12/16/2020,2020,12,16,2020_51,95
region_b,12/17/2020,2020,12,17,2020_51,65
region_b,12/18/2020,2020,12,18,2020_51,75
region_b,12/21/2020,2020,12,21,2020_52,35
region_b,12/22/2020,2020,12,22,2020_52,40
region_b,12/23/2020,2020,12,23,2020_52,70
region_b,12/24/2020,2020,12,24,2020_52,35
region_b,12/29/2020,2020,12,29,2020_53,15
region_b,12/30/2020,2020,12,30,2020_53,5
region_b,12/31/2020,2020,12,31,2020_53,30
region_b,1/1/2021,2021,1,1,2021_53,5
region_b,1/3/2021,2021,1,3,2021_53,5
region_b,1/4/2021,2021,1,4,2021_01,80
region_b,1/5/2021,2021,1,5,2021_01,90
region_b,1/6/2021,2021,1,6,2021_01,90
region_b,1/7/2021,2021,1,7,2021_01,85
region_b,1/8/2021,2021,1,8,2021_01,70
region_b,1/10/2021,2021,1,10,2021_01,30
region_b,1/11/2021,2021,1,11,2021_02,75
region_b,1/12/2021,2021,1,12,2021_02,90
region_b,1/13/2021,2021,1,13,2021_02,105
region_b,1/14/2021,2021,1,14,2021_02,80
region_b,1/15/2021,2021,1,15,2021_02,175
region_b,1/17/2021,2021,1,17,2021_02,20
region_b,1/18/2021,2021,1,18,2021_03,70
region_b,1/19/2021,2021,1,19,2021_03,115
region_b,1/20/2021,2021,1,20,2021_03,175
region_b,1/21/2021,2021,1,21,2021_03,185
region_b,1/22/2021,2021,1,22,2021_03,105
region_b,1/24/2021,2021,1,24,2021_03,20
region_b,1/25/2021,2021,1,25,2021_04,130
region_b,1/26/2021,2021,1,26,2021_04,140
region_b,1/27/2021,2021,1,27,2021_04,145
region_b,1/28/2021,2021,1,28,2021_04,150
region_b,1/29/2021,2021,1,29,2021_04,90
region_b,1/30/2021,2021,1,30,2021_04,5
region_b,1/31/2021,2021,1,31,2021_04,20
region_b,2/1/2021,2021,2,1,2021_05,145
region_b,2/2/2021,2021,2,2,2021_05,195
region_b,2/3/2021,2021,2,3,2021_05,195
region_b,2/4/2021,2021,2,4,2021_05,175
region_b,2/5/2021,2021,2,5,2021_05,170
region_b,2/7/2021,2021,2,7,2021_05,30
region_b,2/8/2021,2021,2,8,2021_06,160
region_b,2/9/2021,2021,2,9,2021_06,205
region_b,2/10/2021,2021,2,10,2021_06,190
region_b,2/11/2021,2021,2,11,2021_06,205
region_b,2/12/2021,2021,2,12,2021_06,205
region_b,2/14/2021,2021,2,14,2021_06,10
region_b,2/15/2021,2021,2,15,2021_07,145
region_b,2/16/2021,2021,2,16,2021_07,190
region_b,2/17/2021,2021,2,17,2021_07,150
region_b,2/18/2021,2021,2,18,2021_07,190
region_b,2/19/2021,2021,2,19,2021_07,115
region_b,2/21/2021,2021,2,21,2021_07,10
region_b,2/22/2021,2021,2,22,2021_08,115
region_b,2/23/2021,2021,2,23,2021_08,195
region_b,2/24/2021,2021,2,24,2021_08,210
region_b,2/25/2021,2021,2,25,2021_08,75
region_b,2/26/2021,2021,2,26,2021_08,145
region_b,3/1/2021,2021,3,1,2021_09,120
region_b,3/2/2021,2021,3,2,2021_09,140
region_b,3/3/2021,2021,3,3,2021_09,135
region_b,3/4/2021,2021,3,4,2021_09,150
region_b,3/5/2021,2021,3,5,2021_09,75
region_b,3/6/2021,2021,3,6,2021_09,5
region_b,3/7/2021,2021,3,7,2021_09,30
region_b,3/8/2021,2021,3,8,2021_10,165
region_b,3/9/2021,2021,3,9,2021_10,185
region_b,3/10/2021,2021,3,10,2021_10,170
region_b,3/11/2021,2021,3,11,2021_10,170
region_b,3/12/2021,2021,3,12,2021_10,145
region_b,3/14/2021,2021,3,14,2021_10,20
region_b,3/15/2021,2021,3,15,2021_11,170
region_b,3/16/2021,2021,3,16,2021_11,150
region_b,3/17/2021,2021,3,17,2021_11,115
region_b,3/18/2021,2021,3,18,2021_11,185
region_b,3/19/2021,2021,3,19,2021_11,95
region_b,3/21/2021,2021,3,21,2021_11,10
region_b,3/22/2021,2021,3,22,2021_12,215
region_b,3/23/2021,2021,3,23,2021_12,225
region_b,3/24/2021,2021,3,24,2021_12,150
region_b,3/25/2021,2021,3,25,2021_12,135
region_b,3/26/2021,2021,3,26,2021_12,130
region_b,3/28/2021,2021,3,28,2021_12,15
region_b,3/29/2021,2021,3,29,2021_13,85
region_b,3/30/2021,2021,3,30,2021_13,170
region_b,3/31/2021,2021,3,31,2021_13,115
region_b,4/1/2021,2021,4,1,2021_13,90
region_b,4/2/2021,2021,4,2,2021_13,20
region_b,4/4/2021,2021,4,4,2021_13,10
region_b,4/5/2021,2021,4,5,2021_14,10
region_b,4/6/2021,2021,4,6,2021_14,120
region_b,4/7/2021,2021,4,7,2021_14,65
region_b,4/8/2021,2021,4,8,2021_14,95
region_b,4/9/2021,2021,4,9,2021_14,105
region_b,4/10/2021,2021,4,10,2021_14,5
region_b,4/11/2021,2021,4,11,2021_14,10
region_b,4/12/2021,2021,4,12,2021_15,150
region_b,4/13/2021,2021,4,13,2021_15,125
region_b,4/14/2021,2021,4,14,2021_15,205
region_b,4/15/2021,2021,4,15,2021_15,135
region_b,4/16/2021,2021,4,16,2021_15,120
region_b,4/18/2021,2021,4,18,2021_15,5
region_b,4/19/2021,2021,4,19,2021_16,135
region_b,4/20/2021,2021,4,20,2021_16,215
region_b,4/21/2021,2021,4,21,2021_16,175
region_b,4/22/2021,2021,4,22,2021_16,195
region_b,4/23/2021,2021,4,23,2021_16,170
region_b,4/25/2021,2021,4,25,2021_16,25
region_b,4/26/2021,2021,4,26,2021_17,200
region_b,4/27/2021,2021,4,27,2021_17,140
region_b,4/28/2021,2021,4,28,2021_17,225
region_b,4/29/2021,2021,4,29,2021_17,240
region_b,4/30/2021,2021,4,30,2021_17,95
region_b,5/1/2021,2021,5,1,2021_17,5
region_b,5/2/2021,2021,5,2,2021_17,15
region_b,5/3/2021,2021,5,3,2021_18,90
region_b,5/4/2021,2021,5,4,2021_18,240
region_b,5/5/2021,2021,5,5,2021_18,190
region_b,5/6/2021,2021,5,6,2021_18,130
region_b,5/7/2021,2021,5,7,2021_18,115
region_b,5/9/2021,2021,5,9,2021_18,10
region_b,5/10/2021,2021,5,10,2021_19,220
region_b,5/11/2021,2021,5,11,2021_19,140
region_b,5/12/2021,2021,5,12,2021_19,150
region_b,5/13/2021,2021,5,13,2021_19,95
region_b,5/14/2021,2021,5,14,2021_19,125
region_b,5/16/2021,2021,5,16,2021_19,5
region_b,5/17/2021,2021,5,17,2021_20,170
region_b,5/18/2021,2021,5,18,2021_20,155
region_b,5/19/2021,2021,5,19,2021_20,160
region_b,5/20/2021,2021,5,20,2021_20,115
region_b,5/21/2021,2021,5,21,2021_20,155
region_b,5/23/2021,2021,5,23,2021_20,20
region_b,5/24/2021,2021,5,24,2021_21,80
region_b,5/25/2021,2021,5,25,2021_21,105
region_b,5/26/2021,2021,5,26,2021_21,120
region_b,5/27/2021,2021,5,27,2021_21,110
region_b,5/28/2021,2021,5,28,2021_21,30
region_b,5/30/2021,2021,5,30,2021_21,15
None,1/3/2020,2020,1,3,2020_01,5
None,1/7/2020,2020,1,7,2020_02,5
None,1/20/2020,2020,1,20,2020_04,5
None,1/28/2020,2020,1,28,2020_05,5
None,1/31/2020,2020,1,31,2020_05,5
None,2/4/2020,2020,2,4,2020_06,5
None,2/9/2020,2020,2,9,2020_06,5
None,2/11/2020,2020,2,11,2020_07,5
None,2/24/2020,2020,2,24,2020_09,5
None,2/25/2020,2020,2,25,2020_09,5
None,2/26/2020,2020,2,26,2020_09,5
None,3/1/2020,2020,3,1,2020_09,5
None,3/2/2020,2020,3,2,2020_10,5
None,3/5/2020,2020,3,5,2020_10,5
None,3/6/2020,2020,3,6,2020_10,10
None,3/11/2020,2020,3,11,2020_11,5
None,3/12/2020,2020,3,12,2020_11,5
None,3/13/2020,2020,3,13,2020_11,15
None,3/20/2020,2020,3,20,2020_12,5
None,3/25/2020,2020,3,25,2020_13,15
None,3/26/2020,2020,3,26,2020_13,5
None,3/27/2020,2020,3,27,2020_13,10
None,3/31/2020,2020,3,31,2020_14,5
None,4/1/2020,2020,4,1,2020_14,5
None,4/14/2020,2020,4,14,2020_16,5
None,4/17/2020,2020,4,17,2020_16,10
None,4/20/2020,2020,4,20,2020_17,5
None,4/21/2020,2020,4,21,2020_17,5
None,4/22/2020,2020,4,22,2020_17,5
None,4/30/2020,2020,4,30,2020_18,5
None,5/1/2020,2020,5,1,2020_18,5
None,5/4/2020,2020,5,4,2020_19,5
None,5/5/2020,2020,5,5,2020_19,5
None,5/7/2020,2020,5,7,2020_19,5
None,5/8/2020,2020,5,8,2020_19,5
None,5/12/2020,2020,5,12,2020_20,5
None,5/14/2020,2020,5,14,2020_20,5
None,5/21/2020,2020,5,21,2020_21,5
None,5/26/2020,2020,5,26,2020_22,5
None,6/7/2020,2020,6,7,2020_23,5
None,6/9/2020,2020,6,9,2020_24,5
None,6/10/2020,2020,6,10,2020_24,5
None,6/19/2020,2020,6,19,2020_25,5
None,6/21/2020,2020,6,21,2020_25,5
None,6/25/2020,2020,6,25,2020_26,5
None,7/10/2020,2020,7,10,2020_28,5
None,7/16/2020,2020,7,16,2020_29,5
None,7/17/2020,2020,7,17,2020_29,5
None,7/22/2020,2020,7,22,2020_30,5
None,8/4/2020,2020,8,4,2020_32,5
None,8/11/2020,2020,8,11,2020_33,5
None,8/20/2020,2020,8,20,2020_34,5
None,8/24/2020,2020,8,24,2020_35,5
None,8/25/2020,2020,8,25,2020_35,5
None,8/26/2020,2020,8,26,2020_35,5
None,9/1/2020,2020,9,1,2020_36,5
None,9/3/2020,2020,9,3,2020_36,5
None,9/25/2020,2020,9,25,2020_39,5
None,10/5/2020,2020,10,5,2020_41,5
None,10/27/2020,2020,10,27,2020_44,5
None,12/7/2020,2020,12,7,2020_50,35
None,12/28/2020,2020,12,28,2020_53,5
None,1/4/2021,2021,1,4,2021_01,5
None,1/5/2021,2021,1,5,2021_01,5
None,1/7/2021,2021,1,7,2021_01,5
None,1/9/2021,2021,1,9,2021_01,5
None,1/17/2021,2021,1,17,2021_02,5
None,1/22/2021,2021,1,22,2021_03,5
None,2/2/2021,2021,2,2,2021_05,5
None,2/3/2021,2021,2,3,2021_05,5
None,2/4/2021,2021,2,4,2021_05,10
None,2/8/2021,2021,2,8,2021_06,5
None,2/11/2021,2021,2,11,2021_06,20
None,2/12/2021,2021,2,12,2021_06,15
None,2/15/2021,2021,2,15,2021_07,5
None,2/16/2021,2021,2,16,2021_07,10
None,2/17/2021,2021,2,17,2021_07,10
None,2/18/2021,2021,2,18,2021_07,10
None,2/22/2021,2021,2,22,2021_08,15
None,2/24/2021,2021,2,24,2021_08,10
None,2/25/2021,2021,2,25,2021_08,10
None,3/1/2021,2021,3,1,2021_09,5
None,3/2/2021,2021,3,2,2021_09,30
None,3/3/2021,2021,3,3,2021_09,20
None,3/4/2021,2021,3,4,2021_09,5
None,3/5/2021,2021,3,5,2021_09,15
None,3/8/2021,2021,3,8,2021_10,15
None,3/10/2021,2021,3,10,2021_10,20
None,3/11/2021,2021,3,11,2021_10,20
None,3/12/2021,2021,3,12,2021_10,10
None,3/15/2021,2021,3,15,2021_11,20
None,3/16/2021,2021,3,16,2021_11,5
None,3/17/2021,2021,3,17,2021_11,10
None,3/18/2021,2021,3,18,2021_11,15
None,3/19/2021,2021,3,19,2021_11,20
None,3/22/2021,2021,3,22,2021_12,5
None,3/23/2021,2021,3,23,2021_12,15
None,3/24/2021,2021,3,24,2021_12,5
None,3/26/2021,2021,3,26,2021_12,5
None,3/27/2021,2021,3,27,2021_12,15
None,3/29/2021,2021,3,29,2021_13,10
None,3/30/2021,2021,3,30,2021_13,5
None,3/31/2021,2021,3,31,2021_13,15
None,4/1/2021,2021,4,1,2021_13,5
None,4/2/2021,2021,4,2,2021_13,5
None,4/5/2021,2021,4,5,2021_14,5
None,4/6/2021,2021,4,6,2021_14,10
None,4/9/2021,2021,4,9,2021_14,5
None,4/14/2021,2021,4,14,2021_15,5
None,4/21/2021,2021,4,21,2021_16,10
None,4/27/2021,2021,4,27,2021_17,5
None,4/28/2021,2021,4,28,2021_17,5
None,5/3/2021,2021,5,3,2021_18,5
None,5/12/2021,2021,5,12,2021_19,5
None,5/21/2021,2021,5,21,2021_20,5
None,5/27/2021,2021,5,27,2021_21,5
region_c,1/2/2020,2020,1,2,2020_01,40
region_c,1/3/2020,2020,1,3,2020_01,45
region_c,1/6/2020,2020,1,6,2020_02,75
region_c,1/7/2020,2020,1,7,2020_02,115
region_c,1/8/2020,2020,1,8,2020_02,130
region_c,1/9/2020,2020,1,9,2020_02,150
region_c,1/10/2020,2020,1,10,2020_02,105
region_c,1/13/2020,2020,1,13,2020_03,110
region_c,1/14/2020,2020,1,14,2020_03,135
region_c,1/15/2020,2020,1,15,2020_03,100
region_c,1/16/2020,2020,1,16,2020_03,70
region_c,1/17/2020,2020,1,17,2020_03,95
region_c,1/19/2020,2020,1,19,2020_03,10
region_c,1/20/2020,2020,1,20,2020_04,30
region_c,1/21/2020,2020,1,21,2020_04,160
region_c,1/22/2020,2020,1,22,2020_04,140
region_c,1/23/2020,2020,1,23,2020_04,90
region_c,1/24/2020,2020,1,24,2020_04,90
region_c,1/25/2020,2020,1,25,2020_04,15
region_c,1/26/2020,2020,1,26,2020_04,10
region_c,1/27/2020,2020,1,27,2020_05,130
region_c,1/28/2020,2020,1,28,2020_05,140
region_c,1/29/2020,2020,1,29,2020_05,130
region_c,1/30/2020,2020,1,30,2020_05,155
region_c,1/31/2020,2020,1,31,2020_05,90
region_c,2/1/2020,2020,2,1,2020_05,5
region_c,2/3/2020,2020,2,3,2020_06,170
region_c,2/4/2020,2020,2,4,2020_06,140
region_c,2/5/2020,2020,2,5,2020_06,150
region_c,2/6/2020,2020,2,6,2020_06,150
region_c,2/7/2020,2020,2,7,2020_06,105
region_c,2/9/2020,2020,2,9,2020_06,10
region_c,2/10/2020,2020,2,10,2020_07,120
region_c,2/11/2020,2020,2,11,2020_07,165
region_c,2/12/2020,2020,2,12,2020_07,170
region_c,2/13/2020,2020,2,13,2020_07,90
region_c,2/14/2020,2020,2,14,2020_07,65
region_c,2/17/2020,2020,2,17,2020_08,15
region_c,2/18/2020,2020,2,18,2020_08,115
region_c,2/19/2020,2020,2,19,2020_08,160
region_c,2/20/2020,2020,2,20,2020_08,135
region_c,2/21/2020,2020,2,21,2020_08,145
region_c,2/22/2020,2020,2,22,2020_08,5
region_c,2/24/2020,2020,2,24,2020_09,110
region_c,2/25/2020,2020,2,25,2020_09,170
region_c,2/26/2020,2020,2,26,2020_09,165
region_c,2/27/2020,2020,2,27,2020_09,145
region_c,2/28/2020,2020,2,28,2020_09,110
region_c,3/2/2020,2020,3,2,2020_10,165
region_c,3/3/2020,2020,3,3,2020_10,120
region_c,3/4/2020,2020,3,4,2020_10,155
region_c,3/5/2020,2020,3,5,2020_10,125
region_c,3/6/2020,2020,3,6,2020_10,115
region_c,3/9/2020,2020,3,9,2020_11,145
region_c,3/10/2020,2020,3,10,2020_11,150
region_c,3/11/2020,2020,3,11,2020_11,90
region_c,3/12/2020,2020,3,12,2020_11,125
region_c,3/13/2020,2020,3,13,2020_11,70
region_c,3/16/2020,2020,3,16,2020_12,60
region_c,3/17/2020,2020,3,17,2020_12,90
region_c,3/18/2020,2020,3,18,2020_12,110
region_c,3/19/2020,2020,3,19,2020_12,135
region_c,3/20/2020,2020,3,20,2020_12,90
region_c,3/22/2020,2020,3,22,2020_12,5
region_c,3/23/2020,2020,3,23,2020_13,110
region_c,3/24/2020,2020,3,24,2020_13,105
region_c,3/25/2020,2020,3,25,2020_13,105
region_c,3/26/2020,2020,3,26,2020_13,100
region_c,3/27/2020,2020,3,27,2020_13,80
region_c,3/28/2020,2020,3,28,2020_13,5
region_c,3/30/2020,2020,3,30,2020_14,75
region_c,3/31/2020,2020,3,31,2020_14,110
region_c,4/1/2020,2020,4,1,2020_14,110
region_c,4/2/2020,2020,4,2,2020_14,100
region_c,4/3/2020,2020,4,3,2020_14,50
region_c,4/4/2020,2020,4,4,2020_14,5
region_c,4/5/2020,2020,4,5,2020_14,5
region_c,4/6/2020,2020,4,6,2020_15,110
region_c,4/7/2020,2020,4,7,2020_15,70
region_c,4/8/2020,2020,4,8,2020_15,80
region_c,4/9/2020,2020,4,9,2020_15,85
region_c,4/10/2020,2020,4,10,2020_15,95
region_c,4/11/2020,2020,4,11,2020_15,5
region_c,4/13/2020,2020,4,13,2020_16,95
region_c,4/14/2020,2020,4,14,2020_16,95
region_c,4/15/2020,2020,4,15,2020_16,85
region_c,4/16/2020,2020,4,16,2020_16,75
region_c,4/17/2020,2020,4,17,2020_16,80
region_c,4/19/2020,2020,4,19,2020_16,5
region_c,4/20/2020,2020,4,20,2020_17,110
region_c,4/21/2020,2020,4,21,2020_17,90
region_c,4/22/2020,2020,4,22,2020_17,120
region_c,4/23/2020,2020,4,23,2020_17,125
region_c,4/24/2020,2020,4,24,2020_17,105
region_c,4/26/2020,2020,4,26,2020_17,5
region_c,4/27/2020,2020,4,27,2020_18,90
region_c,4/28/2020,2020,4,28,2020_18,85
